Número de serie,Escuela o facultad:,Edad:,Sexo:,Tiene tutor,"1.	¿Conoces las actividades de tutoría que se desarrollan en tu Escuela o Facultad?","2.	¿Consideras que en tu Escuela o Facultad es necesaria la tutoría?","3.	¿Consideras que en tu Escuela o Facultad la tutoría funciona?",Sugerencias
7407,Escuela Nacional Preparatoria,15,Femenino,B,Sí,Sí,Sí,"muy recomendado, las asesorías nos benefician demasiado"
7413,FES Acatlán,18,Femenino,B,Sí,Sí,Sí,"No he necesitado el apoyo de un tutor, pero mis compañeros que han establecido con ellos no tienen quejas."
7425,"Facultad de Medicina, Veterinaria y Zootecnia",18,Femenino,B,Sí,Sí,Sí,"En lo personal para mi esta bien que la tutoría sea obligatoria, pues si no no sabría bien a que dedicarme o comprender el sistema de la escuela."
7428,Facultad de Arquitectura,19,Femenino,B,No,No,Sí,Por ahora no hay ninguna sugerencia 
7443,FES Aragón,24,Femenino,B,Sí,Sí,Sí,Por el momento no
7450,Escuela Nacional Preparatoria,15,Femenino,B,Sí,Sí,Sí,No tengo.
7460,FES Cuautitlán,18,Femenino,B,No,Sí,Sí,No
7461,Escuela Nacional Preparatoria,16,Femenino,B,Sí,Sí,Sí,"Tal vez por las condiciones que hemos tenido por la pandemia no se ha logrado completamente los objetivos de la tutoría, sin embargo considero que una vez que estemos de regreso en la escuela, se apreciará mejor los resultados de la misma."
7467,Escuela Nacional Preparatoria,16,Femenino,B,No,Sí,No,No tengo ninguna sugerencia.
7468,Facultad de Ingeniería,27,Masculino,B,Sí,Sí,Sí,Nada soy tutor y se que lo hago bien
7469,Escuela Nacional Preparatoria,17,Masculino,B,No,Sí,No,Que los tutores asignados tengan un perfil idóneo entorno al contenido que van a impartir.
7475,Escuela Nacional Preparatoria,20,Masculino,B,Sí,Sí,Sí,Invitas más a los alumnos a ser más abiertos y no tener miedo de tomar tutorías
7476,Escuela Nacional Preparatoria,16,Femenino,B,Sí,Sí,Sí,Mandar todos los programas de tutoría a cada uno de los alumnos para que conozcan más sobre el tema
7485,Escuiela Nacional de Trabajo Social,20,Femenino,B,No,Sí,No,Realmente no sé cuál sea el papel de los tutores. Solo los profesores nos dices que son nuestros tutores y ya. 
7493,Facultad de Ingeniería,21,Masculino,B,No,Sí,No,"La tutoría solo dura el primer semestre, después ya no se vuelve a tener sesiones de tutoría"
7505,FES Aragón,18,Masculino,B,Sí,Sí,Sí,Más programas o actividades 
7513,FES Acatlán,19,Masculino,B,No,Sí,Sí,"Ninguna
"
7514,Facultad de Música,22,Femenino,B,Sí,Sí,Sí,Se podría dar más difusión al programa.
7517,Escuela Nacional Preparatoria,16,Femenino,B,Sí,Sí,Sí,Dar una difusión de la información más amplia
7518,Escuela Nacional Preparatoria,16,Femenino,B,Sí,Sí,Sí,"No tengo ninguna sugerencia, todo esta bien."
7529,Facultad e Contaduría y Administración,19,Masculino,B,Sí,Sí,Sí,"Creo que solo deberian estar mucho mas en contacto con los estudiantes, pero de ahi en fuera todo esta bien "
7538,Facultad e Contaduría y Administración,18,Femenino,B,No,Sí,Sí,Que los tutores avisen con anticipación sobre las reuniones que se realicen de tutoría.
7551,Escuela Nacional Preparatoria,18,Femenino,B,No,Sí,Sí,Que el tutor se involucre más con los alumnos. 
7567,Escuela Nacional Preparatoria,17,Femenino,B,No,No,No,Sería una buena opción acercarse más a los alumnos  para hablarles sobre la tutoría por cualquier situación que requiera de ayuda de un tutor.
7568,FES Zaragoza,19,Masculino,B,Sí,Sí,Sí,Ninguna
7570,Escuela Nacional Preparatoria,15,Masculino,B,No,Sí,Sí,Pues se debería recibir más información por parte de los maestros
7574,FES Cuautitlán,32,Femenino,B,Sí,Sí,Sí,Ninguna 
7578,FES Cuautitlán,20,Femenino,B,Sí,Sí,Sí,"Considero que la apertura de una aplicación en línea o una página web, en donde se encuentre toda la información pertinente sobre tutorías y la propia facultad (enfocado a las tutorías), sería de gran ayuda tanto para que los alumnos tengan acceso a dicha información (en cualquier momento y lugar), como para que los profesores puedan retroalimentar esa información. "
7584,Escuiela Nacional de Trabajo Social,19,Femenino,B,Sí,Sí,Sí,Que se hable más que se hace en tutoría
7587,Escuela Nacional Preparatoria,17,Femenino,B,Sí,Sí,Sí,.
7593,Escuela Nacional Preparatoria,17,Masculino,B,No,Sí,No,dar mas información sobre este programa en la facultad o escuela
7598,Escuela Nacional Preparatoria,16,Masculino,B,No,No,Sí,No tengo ninguna. 
7601,Facultad de Ingeniería,20,Masculino,B,Sí,Sí,Sí,No tengo
7609,Escuela Nacional Preparatoria,15,Femenino,B,Sí,Sí,Sí,Tal vez dedicarle mayor tiempo e importancia a la tutoría.
7612,Escuela Nacional Preparatoria,16,Masculino,B,Sí,Sí,Sí,mi unica sugerencia es que el dinamismo de las tutorias sea un poco mejor
7613,Facultad de Medicina,19,Femenino,B,Sí,Sí,Sí,Me parecen una buena la estrategia de las tutorías ya que ayudan mucho más que nada a los alumnos de primer año 
7615,Escuela Nacional Preparatoria,15,Femenino,B,No,Sí,Sí,Me gustaría que tuviéramos más contacto con nuestra tutora
7616,Facultad de Filosofía y Letras,18,Masculino,B,Sí,Sí,Sí,Ninguna
7617,Escuela Nacional Preparatoria,15,Femenino,B,Sí,Sí,Sí,Ninguna 
7619,Escuela Nacional Preparatoria,18,Femenino,B,Sí,Sí,Sí,Que sean un poco más pacientes. 
7620,FES Cuautitlán,21,Masculino,B,No,Sí,Sí,Ninguna
7624,FES Cuautitlán,21,Femenino,B,No,No,No,Que exista mayor acercamiento entre tutor y alumno. 
7629,Escuela Nacional Preparatoria,15,Masculino,B,Sí,Sí,Sí,No tengo alguna sugerencia
7632,Escuela Nacional Preparatoria,15,Masculino,B,No,Sí,Sí,Pues en lo personal me parece que todo está bien 
7637,Escuela Nacional Preparatoria,17,Femenino,B,No,Sí,Sí,Mayor atención hacia los estudiantes 
7639,Escuela Nacional Preparatoria,17,Femenino,B,No,Sí,No,Ninguna
7645,ENES León,18,Femenino,B,Sí,Sí,Sí,Todo bien 
7647,FES Zaragoza,18,Femenino,B,No,No,No,que sean más atentos
7666,Escuela Nacional Preparatoria,17,Masculino,B,No,Sí,No,No tengo ninguna de momento. 
7671,Escuela Nacional Preparatoria,18,Femenino,B,No,Sí,Sí,no tengo ninguna sugerencia 
7673,Escuela Nacional Preparatoria,15,Femenino,B,No,Sí,Sí,.
7678,Escuela Nacional Preparatoria,17,Masculino,B,Sí,Sí,Sí,En los espacios donde nos desarrollemos estén en buenas condiciones para la mejora de nuestras habilidades tanto físicas como de aprendizaje. 
7679,ENES León,20,Femenino,B,No,Sí,Sí,No tengo ninguna
7682,Escuela Nacional Preparatoria,17,Femenino,B,No,Sí,Sí,Mejorar o facilitar el contacto con el tutor
7686,Facultad de Ingeniería,20,Masculino,B,No,Sí,No,"Que se fomente la relación entre tutor y alumnos después del primer semestre, después del primer semestre no se sabe del tutor, aun cuando está ahí."
7687,Escuela Nacional Preparatoria,17,Masculino,B,Sí,Sí,Sí,"Capacitar al personal docente para impartir mejor la tutoría, no es mala pero puede mejorar:)"
7689,Escuela Nacional Preparatoria,17,Femenino,B,Sí,Sí,Sí,Que se hable más de problemas y soluciones para la vida real y no tanto académica 
7693,Escuela Nacional Preparatoria,15,Masculino,B,No,Sí,Sí,No tengo ninguna duda.
7694,Colegio de Ciencias y Humanidades,15,Femenino,B,No,Sí,Sí,Si llegan a realizar alguna actividad que sea más práctica o didáctica con ejercicios o preguntas para mejor entendimiento 
7695,Facultad de Odontología,19,Femenino,B,Sí,Sí,Sí,Poder tener mayor contacto con nuestro tutor
7697,Escuela Nacional Preparatoria,16,Femenino,B,No,Sí,Sí,"No tengo ninguna, todo bien "
7698,Escuela Nacional Preparatoria,15,Femenino,B,No,Sí,No,"No, perdón :c"
7700,Facultad e Contaduría y Administración,19,Femenino,B,Sí,Sí,Sí,no
7706,FES Aragón,22,Femenino,B,Sí,Sí,Sí,El servicio es excelente. Al igual la impartición de la información es de buena calidad
7707,Escuela Nacional Preparatoria,15,Femenino,B,Sí,Sí,Sí,Ninguno
7709,Escuela Nacional Preparatoria,16,Femenino,B,No,Sí,No,Que los profesores realmente tomen su tiempo para impartir sus clases. 
7712,Escuela Nacional Preparatoria,15,Femenino,B,No,Sí,Sí,Ninguna.
7720,Escuela Nacional Preparatoria,18,Masculino,B,Sí,Sí,Sí,"Está bien que se impartan sesiones de tutoría , para orientar y dar apoyo a la comunidad , se debe visualizar más y dar apoyo a este programa."
7722,Escuela Nacional Preparatoria,17,Femenino,B,Sí,Sí,Sí,sin comentarios 
7727,ENP No. 9 Pedro de Alba,17,Masculino,B,Sí,Sí,Sí,"Ninguna, creo que la finalidad y el desarrollo de las tutorías es adecuado. "
7730,Escuela Nacional Preparatoria,18,Masculino,B,No,Sí,Sí,"Ninguna, todo bien"
7731,Escuela Nacional Preparatoria,17,Masculino,B,Sí,Sí,Sí, 
7732,Escuela Nacional Preparatoria,18,Femenino,B,No,Sí,Sí,que se haga saber a todos los alumnos por distintos medios sobre el programa de tutoría 
7734,FES Aragón,19,Femenino,B,No,Sí,Sí,Hablar mejor con los alumnos 
7735,Escuela Nacional Preparatoria,17,Femenino,B,No,Sí,No,.
7736,Escuela Nacional Preparatoria,18,Femenino,B,No,Sí,No,No tengo claro cuales son las funciones de tutoria
7739,Escuela Nacional Preparatoria N°5,15,Masculino,B,Sí,No,Sí,pues no tendría ningún comentario o queja.
7743,Escuela Nacional Preparatoria,15,Femenino,B,Sí,Sí,Sí,Me gustaría que la tutora pusiera actividades más recreativas en vez de apuntes :D
7745,Escuela Nacional Preparatoria,16,Masculino,B,Sí,Sí,Sí,"ninguna 
"
7749,FES Cuautitlán,18,Masculino,B,No,Sí,Sí,Ninguna
7752,"Facultad de Medicina, Veterinaria y Zootecnia",18,Femenino,B,Sí,No,No,que no fueran obligatorias las pláticas 
7757,FES Zaragoza,20,Femenino,B,Sí,Sí,Sí,Que los tutores estén más capacitados
7758,Escuela Nacional Preparatoria,17,Femenino,B,No,Sí,Sí,Dedicar más horas a tutoria
7759,Escuela Nacional Preparatoria,17,Femenino,B,No,Sí,Sí,Dedicar más tiempo a la tutoria 
7760,Escuela Nacional Preparatoria No. 8,17,Masculino,B,No,Sí,Sí,"Me gustaría que integraran psicólogos ajenos a las escuelas, pues es más probable que tengan un comportamiento imparcial a la hora de mantener contacto con los alumnos."
7762,FES Cuautitlán,19,Masculino,B,Sí,Sí,Sí,"No tengo ninguna sugerencia, mi tutor ha hablado y explicado temas de los que los alumnos preguntamos."
7767,Colegio de Ciencias y Humanidades,15,Femenino,B,No,Sí,No,Aunque se quien es mi tutor no nos ha asesorado claramente como tutor solo como profesor de materia.
7768,Escuela Nacional Preparatoria,15,Femenino,B,Sí,Sí,Sí,un poco más clases de titoria
7769,Escuela Nacional Preparatoria,17,Femenino,B,Sí,Sí,No,No realmente. 
7773,Escuela Nacional Preparatoria,17,Masculino,B,Sí,Sí,Sí,.
7787,Escuela Nacional Preparatoria,15,Masculino,B,Sí,Sí,Sí,"En mi opinión, la tutoría impartida en mi escuela es exelente"
7793,Escuela Nacional Preparatoria,15,Femenino,B,Sí,Sí,No,    
7797,Escuela Nacional Preparatoria,15,Masculino,B,Sí,Sí,Sí,"Una sugerencia podría ser que haya más clases sobre tutoría, al menos 2 clases por semana"
7798,Escuela Nacional Preparatoria,15,Masculino,B,Sí,Sí,Sí,NO
7800,Escuela Nacional Preparatoria,15,Masculino,B,No,Sí,No,Más información para saber
7803,Escuela Nacional Preparatoria,17,Masculino,B,Sí,Sí,Sí,Mejorar los recursos para las tutorias
7804,ENP5,15,Masculino,B,No,No,Sí,no tengo alguna sugerencia 
7805,Escuela Nacional Preparatoria,15,Femenino,B,Sí,Sí,Sí,Ninguna
7813,Facultad e Contaduría y Administración,26,Femenino,B,Sí,Sí,Sí,"La mejora en la tutoría en lo personal me gusto bajo algunas excepciones dado que tardaban en la revisión de las tareas. Pero en general, solamente que revisen un poco mas a tiempo para poder hacer las mejoras adecuadas."
7814,Facultad de Filosofía y Letras,19,Femenino,B,No,No,No,Consideró  que las tutorías son buenas para los de primer ingreso.
7823,Facultad de Ciencias,19,Masculino,B,No,No,No,.
7828,Facultad de Ciencias,20,Masculino,B,Sí,Sí,No,Me gustaría que existiera más información o que se encontrara más visible
7839,Facultad de Ciencias,19,Masculino,B,No,Sí,Sí,Ninguna
7842,Facultad de Ciencias,28,Masculino,B,Sí,Sí,No,Mayor cercania a la comunidad y el uso de un equivalente “instructor” para acercar el tutor con los alumnos. Tambien mayor preparación en psicología ya que muchas situaciones surgen de alli
7846,Facultad de Ciencias,21,Masculino,B,No,Sí,Sí,Que se mantenga en contacto con los alumnos.
7850,Facultad de Ciencias,22,Femenino,B,No,Sí,No,"Revisen que los tutores hagan su trabajo, mi supuesto tutor lo único que hizo gue mandarnos un correo diciendo que cualquier duda le preguntaramos pero nunca contestó ningún correo. "
7851,Facultad de Ciencias,23,Femenino,B,No,Sí,No,Muchas veces no queda claro el fin de las tutorías ni en qué situaciones te sirve acudir a tu tutor(a)
7853,Facultad de Ciencias,19,Femenino,B,Sí,Sí,Sí,"Es maravillosa, cuando ando pérdida siempre está disponible para responder dudas y las reuniones son bastante informativas y motivantes algunas veces
Me gusta como la están llevando ahora :)"
7856,Facultad de Ciencias,18,Femenino,B,No,Sí,Sí,que se realice  un seguimiento durante el semestre
7858,Facultad de Ciencias,19,Masculino,B,No,Sí,No,Mayor contacto con los alumnos. 
7861,Facultad de Ciencias,22,Masculino,B,Sí,Sí,Sí,Hasta el momento no creo que haya algo que pueda mejorarse ya que mi tutora ha sido muy atenta y nos ha brindado herramientas e información para nuestra carrera
7863,Facultad de Ciencias,18,Masculino,B,Sí,Sí,Sí,"Que se siga difundiendo, de verdad considero las tutorías como un gran apoyo durante las clases "
7869,Escuela Nacional Preparatoria,15,Femenino,B,No,Sí,Sí,Ninguna 
7870,Facultad de Psicología,20,Femenino,B,Sí,Sí,Sí,"Necesita mayor divulgación por parte de la facultad, porque muchos de mis compañeros hasta este punto, no sabían que existe el programa de tutorías    
 "
7872,Facultad de Ciencias,20,Femenino,B,Sí,Sí,Sí,Pues creo que a todos se nos debería asignar uno del área que nos agrada
7874,Facultad de Ciencias,19,Femenino,B,No,Sí,Sí,"Considero que deb
e haber mayor difusión a qué tenemos tutores"
7882,Facultad de Ciencias,20,Femenino,B,No,No,No,"Hasta el momento, no he necesitado la ayuda de mi tutor: por lo que no puedo dar alguna sugerencia. Claro debo de aplaudir que mi tutora esta al pendiente y es muy paciente. "
7883,ENES León,18,Masculino,B,Sí,Sí,Sí,"Perfecto lo de las tutorías, hasta el momento he tenido varias sesiones y todas han sido muy agradables en cuestión a trato y temas"
7891,Facultad de Ciencias,21,Masculino,B,No,Sí,Sí,Mayor información de tutorías en la facultad
7894,Facultad de Ciencias,21,Femenino,B,No,Sí,No,No he sabido de mi tutor 
7896,Facultad de Ciencias,20,Femenino,B,Sí,Sí,No,Fomentar la comunicación entre tutores y alumnos 
7897,Facultad de Ciencias,19,Masculino,B,No,Sí,No,"Difundir más información acerca de las tutorías, tener más accesibilidad a preguntas, ayuda y apoyo a los estudiantes. 



"
7901,Escuela Nacional Preparatoria,17,Masculino,B,Sí,Sí,Sí,Considero que se podría mejorar el programa de tutoría con actividades para el asesoramiento del profesor con el alumnado. 
7902,Facultad de Ciencias,22,Femenino,B,No,Sí,Sí,Quizá hacer más difusión 
7905,Escuela Nacional Preparatoria,17,Femenino,B,No,Sí,Sí,"Creo es necesario apoyar a los estudiantes, para que el nivel academico sea mejor y se pueda aprovechar de mejor manera el material que nos brindan los profesores"
7908,Facultad de Ciencias,18,Femenino,B,Sí,Sí,No,Cuando menos en primer semestre observé que fue muy difícil continuar con las tutorías después del inicio de clases debido al horario entonces sugeriría que cuando menos ahí se tomara en cuenta al formar los grupos el horario en el que están inscritos porque son los de primer quienes pudieran necesitarla al incio de semestre.
7911,Facultad de Ciencias,23,Masculino,B,Sí,Sí,No,Cambiar el sistema de tutorías y la divulgación para que sea accesible mucho más rápido y fácil
7912,Facultad de Ciencias,18,Femenino,B,No,No,Sí,Que puedan brindar más información respecto a los cursos o actividades
7913,Facultad de Ciencias,18,Femenino,B,No,Sí,No,"Comunicarse al menos una vez al semestre 
con los alumnos. "
7929,Facultad de Ciencias,24,Femenino,B,Sí,Sí,No,Mi sugerencia va más para agilizar el proceso para solicitar un tutor o una tutoría en la Facultad. El proceso es sumamente tedioso con la espera de la contestación de correos y ese tiempo que se tardan en autorizar la tutoría es tiempo que pierde el alumno en egresarse. 
7931,Facultad de Ciencias,19,Femenino,B,Sí,Sí,No,"Que los tutores estén más presentes, informando sobre los horarios en los que nos pueden atender, o brindando información general, que no desaparezcan. "
7932,Facultad de Ciencias,21,Femenino,B,No,Sí,No,Mi tutor nunca ha estado en contacto conmigo. Realmente no sé mucho sobre las tutorías pero estaría bien que fomentaran más la comunicación y divulgación de información de interés que nos beneficie. 
7934,Facultad de Ciencias,21,Masculino,B,No,Sí,No,.
7936,Facultad de Ciencias,18,Masculino,B,Sí,Sí,No,No tengo alguna sugerencia
7938,Facultad de Ciencias,19,Femenino,B,No,Sí,Sí,No se me ocurre algo que mejorar.
7941,Facultad de Ciencias,19,Masculino,B,Sí,Sí,Sí,De momento no tengo sugerencia alguna.
7943,Facultad de Ciencias,18,Masculino,B,Sí,Sí,Sí,Ninguna he tenido buena experiencia con la tutoría
7946,Facultad de Ciencias,18,Femenino,B,No,Sí,No,ninguna
7955,Facultad de Ciencias,29,Masculino,B,No,Sí,No, 
7957,Facultad de Ciencias,18,Masculino,B,No,Sí,Sí,No
